"","Time.results.were.received","MD5.hash.of.participant.s.IP.address","Controller.name","Item.number","Element.number","Type","Group.Ibex","PennElementType","PennElementName","Parameter","Value","EventTime","ID","Study","SentNumber","Quantifier","Matrix","WhichCategory","Subject","Predicate","SentType","Verb","Embedded","Token","MatchingCategory","MismatchingCategory","Group","Comments"
"11",1587059420,"f3264d1b6895e4a5efc13afe428a28ef","PennController",3,0,"instructions","NULL","PennController","3","_Trial_","Start",1587059180556,"NULL","","","","","","","","","",NA,"","","","",""
"12",1587059420,"f3264d1b6895e4a5efc13afe428a28ef","PennController",3,0,"instructions","NULL","PennController","3","_Trial_","End",1587059192148,"NULL","","","","","","","","","",NA,"","","","",""
"13",1587059420,"f3264d1b6895e4a5efc13afe428a28ef","PennController",4,0,"Train_simple","NULL","PennController","7","_Trial_","Start",1587059192150," 19663","train_T","The earth is a planet in the Milky Way","Since this statement is <strong>correct</strong>%2C you should press <strong>F</strong> on the keyboard to agree.","NULL","","","","","",NA,"","","","",""
"14",1587059420,"f3264d1b6895e4a5efc13afe428a28ef","PennController",4,0,"Train_simple","NULL","Selector","unnamed-Selector","Selection","Agree",1587059196709," 19663","train_T","The earth is a planet in the Milky Way","Since this statement is <strong>correct</strong>%2C you should press <strong>F</strong> on the keyboard to agree.","NULL","","","","","",NA,"","","","",""
"15",1587059420,"f3264d1b6895e4a5efc13afe428a28ef","PennController",4,0,"Train_simple","NULL","PennController","7","_Trial_","End",1587059196713," 19663","train_T","The earth is a planet in the Milky Way","Since this statement is <strong>correct</strong>%2C you should press <strong>F</strong> on the keyboard to agree.","NULL","","","","","",NA,"","","","",""
"16",1587059420,"f3264d1b6895e4a5efc13afe428a28ef","PennController",5,0,"Train_simple","NULL","PennController","8","_Trial_","Start",1587059196716," 19663","train_F","Russia is a continent","Since this statement is <strong>incorrect</strong>%2C you should press <strong>J</strong> on the keyboard to disagree.","NULL","","","","","",NA,"","","","",""
"17",1587059420,"f3264d1b6895e4a5efc13afe428a28ef","PennController",5,0,"Train_simple","NULL","Selector","unnamed-Selector","Selection","Disagree",1587059201412," 19663","train_F","Russia is a continent","Since this statement is <strong>incorrect</strong>%2C you should press <strong>J</strong> on the keyboard to disagree.","NULL","","","","","",NA,"","","","",""
"18",1587059420,"f3264d1b6895e4a5efc13afe428a28ef","PennController",5,0,"Train_simple","NULL","PennController","8","_Trial_","End",1587059201415," 19663","train_F","Russia is a continent","Since this statement is <strong>incorrect</strong>%2C you should press <strong>J</strong> on the keyboard to disagree.","NULL","","","","","",NA,"","","","",""
"19",1587059420,"f3264d1b6895e4a5efc13afe428a28ef","PennController",6,0,"Train_simple","NULL","PennController","9","_Trial_","Start",1587059201418," 19663","train_think_T","Athletes think that soccer is a sport","Since this statement is <strong>correct</strong>%2C you should press <strong>F</strong> on the keyboard to agree.","NULL","","","","","",NA,"","","","",""
"20",1587059420,"f3264d1b6895e4a5efc13afe428a28ef","PennController",6,0,"Train_simple","NULL","Selector","unnamed-Selector","Selection","Agree",1587059203074," 19663","train_think_T","Athletes think that soccer is a sport","Since this statement is <strong>correct</strong>%2C you should press <strong>F</strong> on the keyboard to agree.","NULL","","","","","",NA,"","","","",""
"21",1587059420,"f3264d1b6895e4a5efc13afe428a28ef","PennController",6,0,"Train_simple","NULL","PennController","9","_Trial_","End",1587059203077," 19663","train_think_T","Athletes think that soccer is a sport","Since this statement is <strong>correct</strong>%2C you should press <strong>F</strong> on the keyboard to agree.","NULL","","","","","",NA,"","","","",""
"22",1587059420,"f3264d1b6895e4a5efc13afe428a28ef","PennController",7,0,"Train_simple","NULL","PennController","10","_Trial_","Start",1587059203081," 19663","train_think_F","Librarians think that books are boring","Since this statement is <strong>incorrect</strong>%2C you should press <strong>J</strong> on the keyboard to disagree.","NULL","","","","","",NA,"","","","",""
"23",1587059420,"f3264d1b6895e4a5efc13afe428a28ef","PennController",7,0,"Train_simple","NULL","Selector","unnamed-Selector","Selection","Disagree",1587059208373," 19663","train_think_F","Librarians think that books are boring","Since this statement is <strong>incorrect</strong>%2C you should press <strong>J</strong> on the keyboard to disagree.","NULL","","","","","",NA,"","","","",""
"24",1587059420,"f3264d1b6895e4a5efc13afe428a28ef","PennController",7,0,"Train_simple","NULL","PennController","10","_Trial_","End",1587059208376," 19663","train_think_F","Librarians think that books are boring","Since this statement is <strong>incorrect</strong>%2C you should press <strong>J</strong> on the keyboard to disagree.","NULL","","","","","",NA,"","","","",""
"25",1587059420,"f3264d1b6895e4a5efc13afe428a28ef","PennController",8,0,"instructions2","NULL","PennController","4","_Trial_","Start",1587059208379,"NULL","","","","","","","","","",NA,"","","","",""
"26",1587059420,"f3264d1b6895e4a5efc13afe428a28ef","PennController",8,0,"instructions2","NULL","PennController","4","_Trial_","End",1587059229525,"NULL","","","","","","","","","",NA,"","","","",""
"27",1587059420,"f3264d1b6895e4a5efc13afe428a28ef","DashedSentence",9,0,"Train","NULL","Houses can be made of wood","","","",NA,"","","","","","","","","","",NA,"","","","",""
"28",1587059420,"f3264d1b6895e4a5efc13afe428a28ef","PennController",9,1,"Train","NULL","PennController","11","_Trial_","Start",1587059231544," 19663","train_T","Houses can be made of wood","Since this statement is <strong>correct</strong>%2C you should press <strong>F</strong> on the keyboard to agree.","NULL","","","","","",NA,"","","","",""
"29",1587059420,"f3264d1b6895e4a5efc13afe428a28ef","PennController",9,1,"Train","NULL","Text","Since this statement is <strong>correct</strong>%2C you should press <strong>F</strong> on the keyboard to agree.","Print",NA,1587059231548," 19663","train_T","Houses can be made of wood","Since this statement is <strong>correct</strong>%2C you should press <strong>F</strong> on the keyboard to agree.","NULL","","","","","",NA,"","","","",""
"30",1587059420,"f3264d1b6895e4a5efc13afe428a28ef","PennController",9,1,"Train","NULL","Selector","unnamed-Selector","Selection","Disagree",1587059234088," 19663","train_T","Houses can be made of wood","Since this statement is <strong>correct</strong>%2C you should press <strong>F</strong> on the keyboard to agree.","NULL","","","","","",NA,"","","","",""
"31",1587059420,"f3264d1b6895e4a5efc13afe428a28ef","PennController",9,1,"Train","NULL","PennController","11","_Trial_","End",1587059234090," 19663","train_T","Houses can be made of wood","Since this statement is <strong>correct</strong>%2C you should press <strong>F</strong> on the keyboard to agree.","NULL","","","","","",NA,"","","","",""
"32",1587059420,"f3264d1b6895e4a5efc13afe428a28ef","DashedSentence",10,0,"Train","NULL","Airplanes fly under water","","","",NA,"","","","","","","","","","",NA,"","","","",""
"33",1587059420,"f3264d1b6895e4a5efc13afe428a28ef","PennController",10,1,"Train","NULL","PennController","12","_Trial_","Start",1587059235407," 19663","train_F","Airplanes fly under water","Since this statement is <strong>incorrect</strong>%2C you should press <strong>J</strong> on the keyboard to disagree.","NULL","","","","","",NA,"","","","",""
"34",1587059420,"f3264d1b6895e4a5efc13afe428a28ef","PennController",10,1,"Train","NULL","Text","Since this statement is <strong>incorrect</strong>%2C you should press <strong>J</strong> on the keyboard to disagree.","Print",NA,1587059235410," 19663","train_F","Airplanes fly under water","Since this statement is <strong>incorrect</strong>%2C you should press <strong>J</strong> on the keyboard to disagree.","NULL","","","","","",NA,"","","","",""
"35",1587059420,"f3264d1b6895e4a5efc13afe428a28ef","PennController",10,1,"Train","NULL","Selector","unnamed-Selector","Selection","Disagree",1587059239176," 19663","train_F","Airplanes fly under water","Since this statement is <strong>incorrect</strong>%2C you should press <strong>J</strong> on the keyboard to disagree.","NULL","","","","","",NA,"","","","",""
"36",1587059420,"f3264d1b6895e4a5efc13afe428a28ef","PennController",10,1,"Train","NULL","PennController","12","_Trial_","End",1587059239178," 19663","train_F","Airplanes fly under water","Since this statement is <strong>incorrect</strong>%2C you should press <strong>J</strong> on the keyboard to disagree.","NULL","","","","","",NA,"","","","",""
"37",1587059420,"f3264d1b6895e4a5efc13afe428a28ef","DashedSentence",11,0,"Train","NULL","Dinosaurs are extinct","","","",NA,"","","","","","","","","","",NA,"","","","",""
"38",1587059420,"f3264d1b6895e4a5efc13afe428a28ef","PennController",11,1,"Train","NULL","PennController","13","_Trial_","Start",1587059240147," 19663","train_T","Dinosaurs are extinct","Since this statement is <strong>correct</strong>%2C you should press <strong>F</strong> on the keyboard to agree.","NULL","","","","","",NA,"","","","",""
"39",1587059420,"f3264d1b6895e4a5efc13afe428a28ef","PennController",11,1,"Train","NULL","Text","Since this statement is <strong>correct</strong>%2C you should press <strong>F</strong> on the keyboard to agree.","Print",NA,1587059240153," 19663","train_T","Dinosaurs are extinct","Since this statement is <strong>correct</strong>%2C you should press <strong>F</strong> on the keyboard to agree.","NULL","","","","","",NA,"","","","",""
"40",1587059420,"f3264d1b6895e4a5efc13afe428a28ef","PennController",11,1,"Train","NULL","Selector","unnamed-Selector","Selection","Agree",1587059241534," 19663","train_T","Dinosaurs are extinct","Since this statement is <strong>correct</strong>%2C you should press <strong>F</strong> on the keyboard to agree.","NULL","","","","","",NA,"","","","",""
"41",1587059420,"f3264d1b6895e4a5efc13afe428a28ef","PennController",11,1,"Train","NULL","PennController","13","_Trial_","End",1587059241536," 19663","train_T","Dinosaurs are extinct","Since this statement is <strong>correct</strong>%2C you should press <strong>F</strong> on the keyboard to agree.","NULL","","","","","",NA,"","","","",""
"42",1587059420,"f3264d1b6895e4a5efc13afe428a28ef","DashedSentence",12,0,"Train","NULL","California is the capitol of the US","","","",NA,"","","","","","","","","","",NA,"","","","",""
"43",1587059420,"f3264d1b6895e4a5efc13afe428a28ef","PennController",12,1,"Train","NULL","PennController","14","_Trial_","Start",1587059243906," 19663","train_F","California is the capitol of the US","Since this statement is <strong>incorrect</strong>%2C you should press <strong>J</strong> on the keyboard to disagree.","NULL","","","","","",NA,"","","","",""
"44",1587059420,"f3264d1b6895e4a5efc13afe428a28ef","PennController",12,1,"Train","NULL","Text","Since this statement is <strong>incorrect</strong>%2C you should press <strong>J</strong> on the keyboard to disagree.","Print",NA,1587059243910," 19663","train_F","California is the capitol of the US","Since this statement is <strong>incorrect</strong>%2C you should press <strong>J</strong> on the keyboard to disagree.","NULL","","","","","",NA,"","","","",""
"45",1587059420,"f3264d1b6895e4a5efc13afe428a28ef","PennController",12,1,"Train","NULL","Selector","unnamed-Selector","Selection","Disagree",1587059244930," 19663","train_F","California is the capitol of the US","Since this statement is <strong>incorrect</strong>%2C you should press <strong>J</strong> on the keyboard to disagree.","NULL","","","","","",NA,"","","","",""
"46",1587059420,"f3264d1b6895e4a5efc13afe428a28ef","PennController",12,1,"Train","NULL","PennController","14","_Trial_","End",1587059244932," 19663","train_F","California is the capitol of the US","Since this statement is <strong>incorrect</strong>%2C you should press <strong>J</strong> on the keyboard to disagree.","NULL","","","","","",NA,"","","","",""
"47",1587059420,"f3264d1b6895e4a5efc13afe428a28ef","DashedSentence",13,0,"Train","NULL","Historians think that George Washington was a US president","","","",NA,"","","","","","","","","","",NA,"","","","",""
"48",1587059420,"f3264d1b6895e4a5efc13afe428a28ef","PennController",13,1,"Train","NULL","PennController","15","_Trial_","Start",1587059248009," 19663","train_think_T","Historians think that George Washington was a US president","Since this statement is <strong>correct</strong>%2C you should press <strong>F</strong> on the keyboard to agree.","NULL","","","","","",NA,"","","","",""
"49",1587059420,"f3264d1b6895e4a5efc13afe428a28ef","PennController",13,1,"Train","NULL","Text","Since this statement is <strong>correct</strong>%2C you should press <strong>F</strong> on the keyboard to agree.","Print",NA,1587059248013," 19663","train_think_T","Historians think that George Washington was a US president","Since this statement is <strong>correct</strong>%2C you should press <strong>F</strong> on the keyboard to agree.","NULL","","","","","",NA,"","","","",""
"50",1587059420,"f3264d1b6895e4a5efc13afe428a28ef","PennController",13,1,"Train","NULL","Selector","unnamed-Selector","Selection","Agree",1587059249621," 19663","train_think_T","Historians think that George Washington was a US president","Since this statement is <strong>correct</strong>%2C you should press <strong>F</strong> on the keyboard to agree.","NULL","","","","","",NA,"","","","",""
"51",1587059420,"f3264d1b6895e4a5efc13afe428a28ef","PennController",13,1,"Train","NULL","PennController","15","_Trial_","End",1587059249623," 19663","train_think_T","Historians think that George Washington was a US president","Since this statement is <strong>correct</strong>%2C you should press <strong>F</strong> on the keyboard to agree.","NULL","","","","","",NA,"","","","",""
"52",1587059420,"f3264d1b6895e4a5efc13afe428a28ef","DashedSentence",14,0,"Train","NULL","Geographers think that Spain is in Africa","","","",NA,"","","","","","","","","","",NA,"","","","",""
"53",1587059420,"f3264d1b6895e4a5efc13afe428a28ef","PennController",14,1,"Train","NULL","PennController","16","_Trial_","Start",1587059251995," 19663","train_think_F","Geographers think that Spain is in Africa","Since this statement is <strong>incorrect</strong>%2C you should press <strong>J</strong> on the keyboard to disagree.","NULL","","","","","",NA,"","","","",""
"54",1587059420,"f3264d1b6895e4a5efc13afe428a28ef","PennController",14,1,"Train","NULL","Text","Since this statement is <strong>incorrect</strong>%2C you should press <strong>J</strong> on the keyboard to disagree.","Print",NA,1587059251999," 19663","train_think_F","Geographers think that Spain is in Africa","Since this statement is <strong>incorrect</strong>%2C you should press <strong>J</strong> on the keyboard to disagree.","NULL","","","","","",NA,"","","","",""
"55",1587059420,"f3264d1b6895e4a5efc13afe428a28ef","PennController",14,1,"Train","NULL","Selector","unnamed-Selector","Selection","Disagree",1587059252479," 19663","train_think_F","Geographers think that Spain is in Africa","Since this statement is <strong>incorrect</strong>%2C you should press <strong>J</strong> on the keyboard to disagree.","NULL","","","","","",NA,"","","","",""
"56",1587059420,"f3264d1b6895e4a5efc13afe428a28ef","PennController",14,1,"Train","NULL","PennController","16","_Trial_","End",1587059252481," 19663","train_think_F","Geographers think that Spain is in Africa","Since this statement is <strong>incorrect</strong>%2C you should press <strong>J</strong> on the keyboard to disagree.","NULL","","","","","",NA,"","","","",""
"57",1587059420,"f3264d1b6895e4a5efc13afe428a28ef","DashedSentence",15,0,"Train","NULL","Dentists think that flossing is good for you","","","",NA,"","","","","","","","","","",NA,"","","","",""
"58",1587059420,"f3264d1b6895e4a5efc13afe428a28ef","PennController",15,1,"Train","NULL","PennController","17","_Trial_","Start",1587059255205," 19663","train_think_T","Dentists think that flossing is good for you","Since this statement is <strong>correct</strong>%2C you should press <strong>F</strong> on the keyboard to agree.","NULL","","","","","",NA,"","","","",""
"59",1587059420,"f3264d1b6895e4a5efc13afe428a28ef","PennController",15,1,"Train","NULL","Text","Since this statement is <strong>correct</strong>%2C you should press <strong>F</strong> on the keyboard to agree.","Print",NA,1587059255209," 19663","train_think_T","Dentists think that flossing is good for you","Since this statement is <strong>correct</strong>%2C you should press <strong>F</strong> on the keyboard to agree.","NULL","","","","","",NA,"","","","",""
"60",1587059420,"f3264d1b6895e4a5efc13afe428a28ef","PennController",15,1,"Train","NULL","Selector","unnamed-Selector","Selection","Agree",1587059259688," 19663","train_think_T","Dentists think that flossing is good for you","Since this statement is <strong>correct</strong>%2C you should press <strong>F</strong> on the keyboard to agree.","NULL","","","","","",NA,"","","","",""
"61",1587059420,"f3264d1b6895e4a5efc13afe428a28ef","PennController",15,1,"Train","NULL","PennController","17","_Trial_","End",1587059259690," 19663","train_think_T","Dentists think that flossing is good for you","Since this statement is <strong>correct</strong>%2C you should press <strong>F</strong> on the keyboard to agree.","NULL","","","","","",NA,"","","","",""
"62",1587059420,"f3264d1b6895e4a5efc13afe428a28ef","DashedSentence",16,0,"Train","NULL","Nutritionists think that eating a lot of sugar is healthy","","","",NA,"","","","","","","","","","",NA,"","","","",""
"63",1587059420,"f3264d1b6895e4a5efc13afe428a28ef","PennController",16,1,"Train","NULL","PennController","18","_Trial_","Start",1587059263122," 19663","train_think_F","Nutritionists think that eating a lot of sugar is healthy","Since this statement is <strong>incorrect</strong>%2C you should press <strong>J</strong> on the keyboard to disagree.","NULL","","","","","",NA,"","","","",""
"64",1587059420,"f3264d1b6895e4a5efc13afe428a28ef","PennController",16,1,"Train","NULL","Text","Since this statement is <strong>incorrect</strong>%2C you should press <strong>J</strong> on the keyboard to disagree.","Print",NA,1587059263125," 19663","train_think_F","Nutritionists think that eating a lot of sugar is healthy","Since this statement is <strong>incorrect</strong>%2C you should press <strong>J</strong> on the keyboard to disagree.","NULL","","","","","",NA,"","","","",""
"65",1587059420,"f3264d1b6895e4a5efc13afe428a28ef","PennController",16,1,"Train","NULL","Selector","unnamed-Selector","Selection","Agree",1587059263790," 19663","train_think_F","Nutritionists think that eating a lot of sugar is healthy","Since this statement is <strong>incorrect</strong>%2C you should press <strong>J</strong> on the keyboard to disagree.","NULL","","","","","",NA,"","","","",""
"66",1587059420,"f3264d1b6895e4a5efc13afe428a28ef","PennController",16,1,"Train","NULL","PennController","18","_Trial_","End",1587059263791," 19663","train_think_F","Nutritionists think that eating a lot of sugar is healthy","Since this statement is <strong>incorrect</strong>%2C you should press <strong>J</strong> on the keyboard to disagree.","NULL","","","","","",NA,"","","","",""
"67",1587059420,"f3264d1b6895e4a5efc13afe428a28ef","PennController",17,0,"end_train","NULL","PennController","5","_Trial_","Start",1587059263794,"NULL","","","","","","","","","",NA,"","","","",""
"68",1587059420,"f3264d1b6895e4a5efc13afe428a28ef","PennController",17,0,"end_train","NULL","PennController","5","_Trial_","End",1587059286935,"NULL","","","","","","","","","",NA,"","","","",""
"69",1587059420,"f3264d1b6895e4a5efc13afe428a28ef","DashedSentence",20,0,"test","NULL","Zoologists know that some crocodiles are reptiles","","","",NA,"","","","","","","","","","",NA,"","","","",""
"70",1587059420,"f3264d1b6895e4a5efc13afe428a28ef","PennController",20,1,"test","NULL","PennController","21","_Trial_","Start",1587059289312," 19663","BN","2","some","Zoologists know that","Matching","Token","Category","T1","know",1,"crocodiles","reptiles","mamals","A","NULL"
"71",1587059420,"f3264d1b6895e4a5efc13afe428a28ef","PennController",20,1,"test","NULL","Selector","unnamed-Selector","Selection","Agree",1587059289974," 19663","BN","2","some","Zoologists know that","Matching","Token","Category","T1","know",1,"crocodiles","reptiles","mamals","A","NULL"
"72",1587059420,"f3264d1b6895e4a5efc13afe428a28ef","PennController",20,1,"test","NULL","PennController","21","_Trial_","End",1587059289977," 19663","BN","2","some","Zoologists know that","Matching","Token","Category","T1","know",1,"crocodiles","reptiles","mamals","A","NULL"
"73",1587059420,"f3264d1b6895e4a5efc13afe428a28ef","DashedSentence",23,0,"test","NULL","Zoologists say that some dogs are mammals","","","",NA,"","","","","","","","","","",NA,"","","","",""
"74",1587059420,"f3264d1b6895e4a5efc13afe428a28ef","PennController",23,1,"test","NULL","PennController","24","_Trial_","Start",1587059292351," 19663","BN","3","some","Zoologists say that","Matching","Token","Category","T1","say",1,"dogs","mammals","fruit","A","NULL"
"75",1587059420,"f3264d1b6895e4a5efc13afe428a28ef","PennController",23,1,"test","NULL","Selector","unnamed-Selector","Selection","Agree",1587059293233," 19663","BN","3","some","Zoologists say that","Matching","Token","Category","T1","say",1,"dogs","mammals","fruit","A","NULL"
"76",1587059420,"f3264d1b6895e4a5efc13afe428a28ef","PennController",23,1,"test","NULL","PennController","24","_Trial_","End",1587059293235," 19663","BN","3","some","Zoologists say that","Matching","Token","Category","T1","say",1,"dogs","mammals","fruit","A","NULL"
"77",1587059420,"f3264d1b6895e4a5efc13afe428a28ef","DashedSentence",38,0,"test","NULL","Zoologists know that all mackerels are fishes","","","",NA,"","","","","","","","","","",NA,"","","","",""
"78",1587059420,"f3264d1b6895e4a5efc13afe428a28ef","PennController",38,1,"test","NULL","PennController","39","_Trial_","Start",1587059295603," 19663","BN","11","all","Zoologists know that","Matching","Token","Category","T4","know",1,"mackerels","fishes","birds","A","NULL"
"79",1587059420,"f3264d1b6895e4a5efc13afe428a28ef","PennController",38,1,"test","NULL","Selector","unnamed-Selector","Selection","Agree",1587059296808," 19663","BN","11","all","Zoologists know that","Matching","Token","Category","T4","know",1,"mackerels","fishes","birds","A","NULL"
"80",1587059420,"f3264d1b6895e4a5efc13afe428a28ef","PennController",38,1,"test","NULL","PennController","39","_Trial_","End",1587059296810," 19663","BN","11","all","Zoologists know that","Matching","Token","Category","T4","know",1,"mackerels","fishes","birds","A","NULL"
"81",1587059420,"f3264d1b6895e4a5efc13afe428a28ef","DashedSentence",21,0,"test","NULL","Zoologists know that some horses are mammals","","","",NA,"","","","","","","","","","",NA,"","","","",""
"82",1587059420,"f3264d1b6895e4a5efc13afe428a28ef","PennController",21,1,"test","NULL","PennController","22","_Trial_","Start",1587059299187," 19663","BN","2","some","Zoologists know that","Matching","Token","Category","T1","know",1,"horses","mammals","fruit","A","NULL"
"83",1587059420,"f3264d1b6895e4a5efc13afe428a28ef","PennController",21,1,"test","NULL","Selector","unnamed-Selector","Selection","Agree",1587059299821," 19663","BN","2","some","Zoologists know that","Matching","Token","Category","T1","know",1,"horses","mammals","fruit","A","NULL"
"84",1587059420,"f3264d1b6895e4a5efc13afe428a28ef","PennController",21,1,"test","NULL","PennController","22","_Trial_","End",1587059299822," 19663","BN","2","some","Zoologists know that","Matching","Token","Category","T1","know",1,"horses","mammals","fruit","A","NULL"
"85",1587059420,"f3264d1b6895e4a5efc13afe428a28ef","DashedSentence",27,0,"test","NULL","Zoologists know that some elephants are fruit","","","",NA,"","","","","","","","","","",NA,"","","","",""
"86",1587059420,"f3264d1b6895e4a5efc13afe428a28ef","PennController",27,1,"test","NULL","PennController","28","_Trial_","Start",1587059302190," 19663","BN","5","some","Zoologists know that","Mismatching","Token","Category","T3","know",1,"elephants","mammals","fruit","A","NULL"
"87",1587059420,"f3264d1b6895e4a5efc13afe428a28ef","PennController",27,1,"test","NULL","Selector","unnamed-Selector","Selection","Disagree",1587059303218," 19663","BN","5","some","Zoologists know that","Mismatching","Token","Category","T3","know",1,"elephants","mammals","fruit","A","NULL"
"88",1587059420,"f3264d1b6895e4a5efc13afe428a28ef","PennController",27,1,"test","NULL","PennController","28","_Trial_","End",1587059303219," 19663","BN","5","some","Zoologists know that","Mismatching","Token","Category","T3","know",1,"elephants","mammals","fruit","A","NULL"
"89",1587059420,"f3264d1b6895e4a5efc13afe428a28ef","DashedSentence",37,0,"test","NULL"," all ants are insects","","","",NA,"","","","","","","","","","",NA,"","","","",""
"90",1587059420,"f3264d1b6895e4a5efc13afe428a28ef","PennController",37,1,"test","NULL","PennController","38","_Trial_","Start",1587059304885," 19663","BN","10","all","","Matching","Token","Category","T4","none",0,"ants","insects","fishes","A","NULL"
"91",1587059420,"f3264d1b6895e4a5efc13afe428a28ef","PennController",37,1,"test","NULL","Selector","unnamed-Selector","Selection","Agree",1587059306818," 19663","BN","10","all","","Matching","Token","Category","T4","none",0,"ants","insects","fishes","A","NULL"
"92",1587059420,"f3264d1b6895e4a5efc13afe428a28ef","PennController",37,1,"test","NULL","PennController","38","_Trial_","End",1587059306820," 19663","BN","10","all","","Matching","Token","Category","T4","none",0,"ants","insects","fishes","A","NULL"
"93",1587059420,"f3264d1b6895e4a5efc13afe428a28ef","DashedSentence",36,0,"test","NULL"," all piranhas are fishes","","","",NA,"","","","","","","","","","",NA,"","","","",""
"94",1587059420,"f3264d1b6895e4a5efc13afe428a28ef","PennController",36,1,"test","NULL","PennController","37","_Trial_","Start",1587059308484," 19663","BN","10","all","","Matching","Token","Category","T4","none",0,"piranhas","fishes","birds","A","NULL"
"95",1587059420,"f3264d1b6895e4a5efc13afe428a28ef","PennController",36,1,"test","NULL","Selector","unnamed-Selector","Selection","Agree",1587059309742," 19663","BN","10","all","","Matching","Token","Category","T4","none",0,"piranhas","fishes","birds","A","NULL"
"96",1587059420,"f3264d1b6895e4a5efc13afe428a28ef","PennController",36,1,"test","NULL","PennController","37","_Trial_","End",1587059309743," 19663","BN","10","all","","Matching","Token","Category","T4","none",0,"piranhas","fishes","birds","A","NULL"
"97",1587059420,"f3264d1b6895e4a5efc13afe428a28ef","DashedSentence",49,0,"test","NULL"," all fruit are peaches","","","",NA,"","","","","","","","","","",NA,"","","","",""
"98",1587059420,"f3264d1b6895e4a5efc13afe428a28ef","PennController",49,1,"test","NULL","PennController","50","_Trial_","Start",1587059311408," 19663","BN","16","all","","Matching","Category","Token","T5","none",0,"peaches","fruit","insects","A","NULL"
"99",1587059420,"f3264d1b6895e4a5efc13afe428a28ef","PennController",49,1,"test","NULL","Selector","unnamed-Selector","Selection","Agree",1587059312256," 19663","BN","16","all","","Matching","Category","Token","T5","none",0,"peaches","fruit","insects","A","NULL"
"100",1587059420,"f3264d1b6895e4a5efc13afe428a28ef","PennController",49,1,"test","NULL","PennController","50","_Trial_","End",1587059312257," 19663","BN","16","all","","Matching","Category","Token","T5","none",0,"peaches","fruit","insects","A","NULL"
"101",1587059420,"f3264d1b6895e4a5efc13afe428a28ef","DashedSentence",33,0,"test","NULL","Zoologists know that some insects are cockroaches","","","",NA,"","","","","","","","","","",NA,"","","","",""
"102",1587059420,"f3264d1b6895e4a5efc13afe428a28ef","PennController",33,1,"test","NULL","PennController","34","_Trial_","Start",1587059314630," 19663","BN","8","some","Zoologists know that","Matching","Category","Token","T2","know",1,"cockroaches","insects","fishes","A","NULL"
"103",1587059420,"f3264d1b6895e4a5efc13afe428a28ef","PennController",33,1,"test","NULL","Selector","unnamed-Selector","Selection","Agree",1587059316870," 19663","BN","8","some","Zoologists know that","Matching","Category","Token","T2","know",1,"cockroaches","insects","fishes","A","NULL"
"104",1587059420,"f3264d1b6895e4a5efc13afe428a28ef","PennController",33,1,"test","NULL","PennController","34","_Trial_","End",1587059316872," 19663","BN","8","some","Zoologists know that","Matching","Category","Token","T2","know",1,"cockroaches","insects","fishes","A","NULL"
"105",1587059420,"f3264d1b6895e4a5efc13afe428a28ef","DashedSentence",30,0,"test","NULL"," some fishes are anchovies","","","",NA,"","","","","","","","","","",NA,"","","","",""
