"","Time.results.were.received","MD5.hash.of.participant.s.IP.address","Controller.name","Item.number","Element.number","Type","Group.Ibex","PennElementType","PennElementName","Parameter","Value","EventTime","ID","Study","SentNumber","Quantifier","Matrix","WhichCategory","Subject","Predicate","SentType","Verb","Embedded","Token","MatchingCategory","MismatchingCategory","Group","Comments","study","order","goal"
"34",1589215372,"002278de841a3d958f419565630e9881","PennController",7,1,"Train","NULL","Text","Since this statement is <strong>incorrect</strong>%2C you should press <strong>J</strong> on the keyboard to disagree.","Print",NA,1589215232844,"AE63GABJL0FGJ","train_think_F","Geographers think that Spain is in Africa","Since this statement is <strong>incorrect</strong>%2C you should press <strong>J</strong> on the keyboard to disagree.","NULL","","","","","",NA,"","","","","","bn","2","MA"
"35",1589215372,"002278de841a3d958f419565630e9881","PennController",7,1,"Train","NULL","Selector","unnamed-Selector","Selection","Disagree",1589215233791,"AE63GABJL0FGJ","train_think_F","Geographers think that Spain is in Africa","Since this statement is <strong>incorrect</strong>%2C you should press <strong>J</strong> on the keyboard to disagree.","NULL","","","","","",NA,"","","","","","bn","2","MA"
"36",1589215372,"002278de841a3d958f419565630e9881","PennController",7,1,"Train","NULL","PennController","9","_Trial_","End",1589215233792,"AE63GABJL0FGJ","train_think_F","Geographers think that Spain is in Africa","Since this statement is <strong>incorrect</strong>%2C you should press <strong>J</strong> on the keyboard to disagree.","NULL","","","","","",NA,"","","","","","bn","2","MA"
"37",1589215372,"002278de841a3d958f419565630e9881","DashedSentence",8,0,"Train","NULL","Dentists think that flossing is good for you","","","",NA,"","","","","","","","","","",NA,"","","","","","bn","2","MA"
"38",1589215372,"002278de841a3d958f419565630e9881","PennController",8,1,"Train","NULL","PennController","10","_Trial_","Start",1589215236516,"AE63GABJL0FGJ","train_think_T","Dentists think that flossing is good for you","Since this statement is <strong>correct</strong>%2C you should press <strong>F</strong> on the keyboard to agree.","NULL","","","","","",NA,"","","","","","bn","2","MA"
"39",1589215372,"002278de841a3d958f419565630e9881","PennController",8,1,"Train","NULL","Text","Since this statement is <strong>correct</strong>%2C you should press <strong>F</strong> on the keyboard to agree.","Print",NA,1589215236526,"AE63GABJL0FGJ","train_think_T","Dentists think that flossing is good for you","Since this statement is <strong>correct</strong>%2C you should press <strong>F</strong> on the keyboard to agree.","NULL","","","","","",NA,"","","","","","bn","2","MA"
"40",1589215372,"002278de841a3d958f419565630e9881","PennController",8,1,"Train","NULL","Selector","unnamed-Selector","Selection","Agree",1589215237051,"AE63GABJL0FGJ","train_think_T","Dentists think that flossing is good for you","Since this statement is <strong>correct</strong>%2C you should press <strong>F</strong> on the keyboard to agree.","NULL","","","","","",NA,"","","","","","bn","2","MA"
"41",1589215372,"002278de841a3d958f419565630e9881","PennController",8,1,"Train","NULL","PennController","10","_Trial_","End",1589215237056,"AE63GABJL0FGJ","train_think_T","Dentists think that flossing is good for you","Since this statement is <strong>correct</strong>%2C you should press <strong>F</strong> on the keyboard to agree.","NULL","","","","","",NA,"","","","","","bn","2","MA"
"42",1589215372,"002278de841a3d958f419565630e9881","DashedSentence",9,0,"Train","NULL","Nutritionists think that eating a lot of sugar is healthy","","","",NA,"","","","","","","","","","",NA,"","","","","","bn","2","MA"
"43",1589215372,"002278de841a3d958f419565630e9881","PennController",9,1,"Train","NULL","PennController","11","_Trial_","Start",1589215240486,"AE63GABJL0FGJ","train_think_F","Nutritionists think that eating a lot of sugar is healthy","Since this statement is <strong>incorrect</strong>%2C you should press <strong>J</strong> on the keyboard to disagree.","NULL","","","","","",NA,"","","","","","bn","2","MA"
"44",1589215372,"002278de841a3d958f419565630e9881","PennController",9,1,"Train","NULL","Text","Since this statement is <strong>incorrect</strong>%2C you should press <strong>J</strong> on the keyboard to disagree.","Print",NA,1589215240497,"AE63GABJL0FGJ","train_think_F","Nutritionists think that eating a lot of sugar is healthy","Since this statement is <strong>incorrect</strong>%2C you should press <strong>J</strong> on the keyboard to disagree.","NULL","","","","","",NA,"","","","","","bn","2","MA"
"45",1589215372,"002278de841a3d958f419565630e9881","PennController",9,1,"Train","NULL","Selector","unnamed-Selector","Selection","Disagree",1589215241565,"AE63GABJL0FGJ","train_think_F","Nutritionists think that eating a lot of sugar is healthy","Since this statement is <strong>incorrect</strong>%2C you should press <strong>J</strong> on the keyboard to disagree.","NULL","","","","","",NA,"","","","","","bn","2","MA"
"46",1589215372,"002278de841a3d958f419565630e9881","PennController",9,1,"Train","NULL","PennController","11","_Trial_","End",1589215241569,"AE63GABJL0FGJ","train_think_F","Nutritionists think that eating a lot of sugar is healthy","Since this statement is <strong>incorrect</strong>%2C you should press <strong>J</strong> on the keyboard to disagree.","NULL","","","","","",NA,"","","","","","bn","2","MA"
"47",1589215372,"002278de841a3d958f419565630e9881","PennController",10,0,"end_train","NULL","PennController","2","_Trial_","Start",1589215241574,"NULL","","","","","","","","","",NA,"","","","","","bn","2","MA"
"48",1589215372,"002278de841a3d958f419565630e9881","PennController",10,0,"end_train","NULL","PennController","2","_Trial_","End",1589215245336,"NULL","","","","","","","","","",NA,"","","","","","bn","2","MA"
"49",1589215372,"002278de841a3d958f419565630e9881","DashedSentence",43,0,"test","NULL","Zoologists know that all fishes are carp","","","",NA,"","","","","","","","","","",NA,"","","","","","bn","2","MA"
"50",1589215372,"002278de841a3d958f419565630e9881","PennController",43,1,"test","NULL","PennController","44","_Trial_","Start",1589215247705,"AE63GABJL0FGJ","BN","17","all","Zoologists know that","Matching","Category","Token","T5","know",1,"carp","fishes","birds","J","NULL","bn","2","MA"
"51",1589215372,"002278de841a3d958f419565630e9881","PennController",43,1,"test","NULL","Selector","unnamed-Selector","Selection","Disagree",1589215249231,"AE63GABJL0FGJ","BN","17","all","Zoologists know that","Matching","Category","Token","T5","know",1,"carp","fishes","birds","J","NULL","bn","2","MA"
"52",1589215372,"002278de841a3d958f419565630e9881","PennController",43,1,"test","NULL","PennController","44","_Trial_","End",1589215249237,"AE63GABJL0FGJ","BN","17","all","Zoologists know that","Matching","Category","Token","T5","know",1,"carp","fishes","birds","J","NULL","bn","2","MA"
"53",1589215372,"002278de841a3d958f419565630e9881","DashedSentence",11,0,"test","NULL"," some piranhas are fishes","","","",NA,"","","","","","","","","","",NA,"","","","","","bn","2","MA"
"54",1589215372,"002278de841a3d958f419565630e9881","PennController",11,1,"test","NULL","PennController","12","_Trial_","Start",1589215250906,"AE63GABJL0FGJ","BN","1","some","","Matching","Token","Category","T1","none",0,"piranhas","fishes","birds","J","NULL","bn","2","MA"
"55",1589215372,"002278de841a3d958f419565630e9881","PennController",11,1,"test","NULL","Selector","unnamed-Selector","Selection","Disagree",1589215253038,"AE63GABJL0FGJ","BN","1","some","","Matching","Token","Category","T1","none",0,"piranhas","fishes","birds","J","NULL","bn","2","MA"
"56",1589215372,"002278de841a3d958f419565630e9881","PennController",11,1,"test","NULL","PennController","12","_Trial_","End",1589215253043,"AE63GABJL0FGJ","BN","1","some","","Matching","Token","Category","T1","none",0,"piranhas","fishes","birds","J","NULL","bn","2","MA"
"57",1589215372,"002278de841a3d958f419565630e9881","DashedSentence",27,0,"test","NULL","Zoologists say that some birds are doves","","","",NA,"","","","","","","","","","",NA,"","","","","","bn","2","MA"
"58",1589215372,"002278de841a3d958f419565630e9881","PennController",27,1,"test","NULL","PennController","28","_Trial_","Start",1589215255418,"AE63GABJL0FGJ","BN","9","some","Zoologists say that","Matching","Category","Token","T2","say",1,"doves","birds","reptiles","J","NULL","bn","2","MA"
"59",1589215372,"002278de841a3d958f419565630e9881","PennController",27,1,"test","NULL","Selector","unnamed-Selector","Selection","Agree",1589215256460,"AE63GABJL0FGJ","BN","9","some","Zoologists say that","Matching","Category","Token","T2","say",1,"doves","birds","reptiles","J","NULL","bn","2","MA"
"60",1589215372,"002278de841a3d958f419565630e9881","PennController",27,1,"test","NULL","PennController","28","_Trial_","End",1589215256462,"AE63GABJL0FGJ","BN","9","some","Zoologists say that","Matching","Category","Token","T2","say",1,"doves","birds","reptiles","J","NULL","bn","2","MA"
"61",1589215372,"002278de841a3d958f419565630e9881","DashedSentence",19,0,"test","NULL","Zoologists know that some canaries are reptiles","","","",NA,"","","","","","","","","","",NA,"","","","","","bn","2","MA"
"62",1589215372,"002278de841a3d958f419565630e9881","PennController",19,1,"test","NULL","PennController","20","_Trial_","Start",1589215258837,"AE63GABJL0FGJ","BN","5","some","Zoologists know that","Mismatching","Token","Category","T3","know",1,"canaries","birds","reptiles","J","NULL","bn","2","MA"
"63",1589215372,"002278de841a3d958f419565630e9881","PennController",19,1,"test","NULL","Selector","unnamed-Selector","Selection","Disagree",1589215259593,"AE63GABJL0FGJ","BN","5","some","Zoologists know that","Mismatching","Token","Category","T3","know",1,"canaries","birds","reptiles","J","NULL","bn","2","MA"
"64",1589215372,"002278de841a3d958f419565630e9881","PennController",19,1,"test","NULL","PennController","20","_Trial_","End",1589215259594,"AE63GABJL0FGJ","BN","5","some","Zoologists know that","Mismatching","Token","Category","T3","know",1,"canaries","birds","reptiles","J","NULL","bn","2","MA"
"65",1589215372,"002278de841a3d958f419565630e9881","DashedSentence",26,0,"test","NULL","Zoologists know that some fruit are pears","","","",NA,"","","","","","","","","","",NA,"","","","","","bn","2","MA"
"66",1589215372,"002278de841a3d958f419565630e9881","PennController",26,1,"test","NULL","PennController","27","_Trial_","Start",1589215261967,"AE63GABJL0FGJ","BN","8","some","Zoologists know that","Matching","Category","Token","T2","know",1,"pears","fruit","insects","J","NULL","bn","2","MA"
"67",1589215372,"002278de841a3d958f419565630e9881","PennController",26,1,"test","NULL","Selector","unnamed-Selector","Selection","Agree",1589215263279,"AE63GABJL0FGJ","BN","8","some","Zoologists know that","Matching","Category","Token","T2","know",1,"pears","fruit","insects","J","NULL","bn","2","MA"
"68",1589215372,"002278de841a3d958f419565630e9881","PennController",26,1,"test","NULL","PennController","27","_Trial_","End",1589215263281,"AE63GABJL0FGJ","BN","8","some","Zoologists know that","Matching","Category","Token","T2","know",1,"pears","fruit","insects","J","NULL","bn","2","MA"
"69",1589215372,"002278de841a3d958f419565630e9881","DashedSentence",36,0,"test","NULL"," all pigs are fruit","","","",NA,"","","","","","","","","","",NA,"","","","","","bn","2","MA"
"70",1589215372,"002278de841a3d958f419565630e9881","PennController",36,1,"test","NULL","PennController","37","_Trial_","Start",1589215264946,"AE63GABJL0FGJ","BN","13","all","","Mismatching","Token","Category","T6","none",0,"pigs","mammals","fruit","J","NULL","bn","2","MA"
"71",1589215372,"002278de841a3d958f419565630e9881","PennController",36,1,"test","NULL","Selector","unnamed-Selector","Selection","Disagree",1589215265459,"AE63GABJL0FGJ","BN","13","all","","Mismatching","Token","Category","T6","none",0,"pigs","mammals","fruit","J","NULL","bn","2","MA"
"72",1589215372,"002278de841a3d958f419565630e9881","PennController",36,1,"test","NULL","PennController","37","_Trial_","End",1589215265461,"AE63GABJL0FGJ","BN","13","all","","Mismatching","Token","Category","T6","none",0,"pigs","mammals","fruit","J","NULL","bn","2","MA"
"73",1589215372,"002278de841a3d958f419565630e9881","DashedSentence",46,0,"test","NULL","Zoologists say that all insects are cicadas","","","",NA,"","","","","","","","","","",NA,"","","","","","bn","2","MA"
"74",1589215372,"002278de841a3d958f419565630e9881","PennController",46,1,"test","NULL","PennController","47","_Trial_","Start",1589215267830,"AE63GABJL0FGJ","BN","18","all","Zoologists say that","Matching","Category","Token","T5","say",1,"cicadas","insects","fishes","J","NULL","bn","2","MA"
"75",1589215372,"002278de841a3d958f419565630e9881","PennController",46,1,"test","NULL","Selector","unnamed-Selector","Selection","Disagree",1589215269005,"AE63GABJL0FGJ","BN","18","all","Zoologists say that","Matching","Category","Token","T5","say",1,"cicadas","insects","fishes","J","NULL","bn","2","MA"
"76",1589215372,"002278de841a3d958f419565630e9881","PennController",46,1,"test","NULL","PennController","47","_Trial_","End",1589215269009,"AE63GABJL0FGJ","BN","18","all","Zoologists say that","Matching","Category","Token","T5","say",1,"cicadas","insects","fishes","J","NULL","bn","2","MA"
"77",1589215372,"002278de841a3d958f419565630e9881","DashedSentence",40,0,"test","NULL","Zoologists say that all sheep are fruit","","","",NA,"","","","","","","","","","",NA,"","","","","","bn","2","MA"
"78",1589215372,"002278de841a3d958f419565630e9881","PennController",40,1,"test","NULL","PennController","41","_Trial_","Start",1589215271392,"AE63GABJL0FGJ","BN","15","all","Zoologists say that","Mismatching","Token","Category","T6","say",1,"sheep","mammals","fruit","J","NULL","bn","2","MA"
"79",1589215372,"002278de841a3d958f419565630e9881","PennController",40,1,"test","NULL","Selector","unnamed-Selector","Selection","Disagree",1589215271924,"AE63GABJL0FGJ","BN","15","all","Zoologists say that","Mismatching","Token","Category","T6","say",1,"sheep","mammals","fruit","J","NULL","bn","2","MA"
"80",1589215372,"002278de841a3d958f419565630e9881","PennController",40,1,"test","NULL","PennController","41","_Trial_","End",1589215271931,"AE63GABJL0FGJ","BN","15","all","Zoologists say that","Mismatching","Token","Category","T6","say",1,"sheep","mammals","fruit","J","NULL","bn","2","MA"
"81",1589215372,"002278de841a3d958f419565630e9881","DashedSentence",28,0,"test","NULL","Zoologists say that some fruit are plums","","","",NA,"","","","","","","","","","",NA,"","","","","","bn","2","MA"
"82",1589215372,"002278de841a3d958f419565630e9881","PennController",28,1,"test","NULL","PennController","29","_Trial_","Start",1589215274312,"AE63GABJL0FGJ","BN","9","some","Zoologists say that","Matching","Category","Token","T2","say",1,"plums","fruit","insects","J","NULL","bn","2","MA"
"83",1589215372,"002278de841a3d958f419565630e9881","PennController",28,1,"test","NULL","Selector","unnamed-Selector","Selection","Agree",1589215274875,"AE63GABJL0FGJ","BN","9","some","Zoologists say that","Matching","Category","Token","T2","say",1,"plums","fruit","insects","J","NULL","bn","2","MA"
"84",1589215372,"002278de841a3d958f419565630e9881","PennController",28,1,"test","NULL","PennController","29","_Trial_","End",1589215274879,"AE63GABJL0FGJ","BN","9","some","Zoologists say that","Matching","Category","Token","T2","say",1,"plums","fruit","insects","J","NULL","bn","2","MA"
"85",1589215372,"002278de841a3d958f419565630e9881","DashedSentence",29,0,"test","NULL"," all alligators are reptiles","","","",NA,"","","","","","","","","","",NA,"","","","","","bn","2","MA"
"86",1589215372,"002278de841a3d958f419565630e9881","PennController",29,1,"test","NULL","PennController","30","_Trial_","Start",1589215276556,"AE63GABJL0FGJ","BN","10","all","","Matching","Token","Category","T4","none",0,"alligators","reptiles","mamals","J","NULL","bn","2","MA"
"87",1589215372,"002278de841a3d958f419565630e9881","PennController",29,1,"test","NULL","Selector","unnamed-Selector","Selection","Agree",1589215277901,"AE63GABJL0FGJ","BN","10","all","","Matching","Token","Category","T4","none",0,"alligators","reptiles","mamals","J","NULL","bn","2","MA"
"88",1589215372,"002278de841a3d958f419565630e9881","PennController",29,1,"test","NULL","PennController","30","_Trial_","End",1589215277902,"AE63GABJL0FGJ","BN","10","all","","Matching","Token","Category","T4","none",0,"alligators","reptiles","mamals","J","NULL","bn","2","MA"
"89",1589215372,"002278de841a3d958f419565630e9881","DashedSentence",41,0,"test","NULL"," all fishes are anchovies","","","",NA,"","","","","","","","","","",NA,"","","","","","bn","2","MA"
"90",1589215372,"002278de841a3d958f419565630e9881","PennController",41,1,"test","NULL","PennController","42","_Trial_","Start",1589215279569,"AE63GABJL0FGJ","BN","16","all","","Matching","Category","Token","T5","none",0,"anchovies","fishes","birds","J","NULL","bn","2","MA"
"91",1589215372,"002278de841a3d958f419565630e9881","PennController",41,1,"test","NULL","Selector","unnamed-Selector","Selection","Disagree",1589215281253,"AE63GABJL0FGJ","BN","16","all","","Matching","Category","Token","T5","none",0,"anchovies","fishes","birds","J","NULL","bn","2","MA"
"92",1589215372,"002278de841a3d958f419565630e9881","PennController",41,1,"test","NULL","PennController","42","_Trial_","End",1589215281256,"AE63GABJL0FGJ","BN","16","all","","Matching","Category","Token","T5","none",0,"anchovies","fishes","birds","J","NULL","bn","2","MA"
"93",1589215372,"002278de841a3d958f419565630e9881","DashedSentence",22,0,"test","NULL","Zoologists say that some apples are insects","","","",NA,"","","","","","","","","","",NA,"","","","","","bn","2","MA"
"94",1589215372,"002278de841a3d958f419565630e9881","PennController",22,1,"test","NULL","PennController","23","_Trial_","Start",1589215283636,"AE63GABJL0FGJ","BN","6","some","Zoologists say that","Mismatching","Token","Category","T3","say",1,"apples","fruit","insects","J","NULL","bn","2","MA"
"95",1589215372,"002278de841a3d958f419565630e9881","PennController",22,1,"test","NULL","Selector","unnamed-Selector","Selection","Disagree",1589215284204,"AE63GABJL0FGJ","BN","6","some","Zoologists say that","Mismatching","Token","Category","T3","say",1,"apples","fruit","insects","J","NULL","bn","2","MA"
"96",1589215372,"002278de841a3d958f419565630e9881","PennController",22,1,"test","NULL","PennController","23","_Trial_","End",1589215284208,"AE63GABJL0FGJ","BN","6","some","Zoologists say that","Mismatching","Token","Category","T3","say",1,"apples","fruit","insects","J","NULL","bn","2","MA"
"97",1589215372,"002278de841a3d958f419565630e9881","DashedSentence",18,0,"test","NULL"," some strawberries are insects","","","",NA,"","","","","","","","","","",NA,"","","","","","bn","2","MA"
"98",1589215372,"002278de841a3d958f419565630e9881","PennController",18,1,"test","NULL","PennController","19","_Trial_","Start",1589215285883,"AE63GABJL0FGJ","BN","4","some","","Mismatching","Token","Category","T3","none",0,"strawberries","fruit","insects","J","NULL","bn","2","MA"
"99",1589215372,"002278de841a3d958f419565630e9881","PennController",18,1,"test","NULL","Selector","unnamed-Selector","Selection","Disagree",1589215286434,"AE63GABJL0FGJ","BN","4","some","","Mismatching","Token","Category","T3","none",0,"strawberries","fruit","insects","J","NULL","bn","2","MA"
"100",1589215372,"002278de841a3d958f419565630e9881","PennController",18,1,"test","NULL","PennController","19","_Trial_","End",1589215286437,"AE63GABJL0FGJ","BN","4","some","","Mismatching","Token","Category","T3","none",0,"strawberries","fruit","insects","J","NULL","bn","2","MA"
