"","Time.results.were.received","MD5.hash.of.participant.s.IP.address","Controller.name","Item.number","Element.number","Type","Group.Ibex","PennElementType","PennElementName","Parameter","Value","EventTime","ID","Study","SentNumber","WhichCategory","Matrix","Subject","Predicate","SentType","Negation","CompTruth","SubStat","Token","MatchingCategory","MismatchingCategory","Group","Comments","study","order","goal"
"13",1589284619,"4812dc1d9b9a460038e3d2d89e7b32a0","PennController",3,1,"Train","NULL","Text","Since this statement is <strong>incorrect</strong>%2C you should press <strong>J</strong> on the keyboard to disagree.","Print",NA,1589284538048,"A1YILFU07P6DND","train_F","Airplanes fly under water.","Since this statement is <strong>incorrect</strong>%2C you should press <strong>J</strong> on the keyboard to disagree.","NULL","","","",NA,NA,"","","","","","","cb","1","MA"
"14",1589284619,"4812dc1d9b9a460038e3d2d89e7b32a0","PennController",3,1,"Train","NULL","Selector","unnamed-Selector","Selection","Disagree",1589284538883,"A1YILFU07P6DND","train_F","Airplanes fly under water.","Since this statement is <strong>incorrect</strong>%2C you should press <strong>J</strong> on the keyboard to disagree.","NULL","","","",NA,NA,"","","","","","","cb","1","MA"
"15",1589284619,"4812dc1d9b9a460038e3d2d89e7b32a0","PennController",3,1,"Train","NULL","PennController","5","_Trial_","End",1589284538884,"A1YILFU07P6DND","train_F","Airplanes fly under water.","Since this statement is <strong>incorrect</strong>%2C you should press <strong>J</strong> on the keyboard to disagree.","NULL","","","",NA,NA,"","","","","","","cb","1","MA"
"16",1589284619,"4812dc1d9b9a460038e3d2d89e7b32a0","DashedSentence",4,0,"Train","NULL","Historians think that George Washington was a US president.","","","",NA,"","","","","","","","",NA,NA,"","","","","","","cb","1","MA"
"17",1589284619,"4812dc1d9b9a460038e3d2d89e7b32a0","PennController",4,1,"Train","NULL","PennController","6","_Trial_","Start",1589284541991,"A1YILFU07P6DND","train_think_T","Historians think that George Washington was a US president.","Since this statement is <strong>correct</strong>%2C you should press <strong>F</strong> on the keyboard to agree.","NULL","","","",NA,NA,"","","","","","","cb","1","MA"
"18",1589284619,"4812dc1d9b9a460038e3d2d89e7b32a0","PennController",4,1,"Train","NULL","Text","Since this statement is <strong>correct</strong>%2C you should press <strong>F</strong> on the keyboard to agree.","Print",NA,1589284541995,"A1YILFU07P6DND","train_think_T","Historians think that George Washington was a US president.","Since this statement is <strong>correct</strong>%2C you should press <strong>F</strong> on the keyboard to agree.","NULL","","","",NA,NA,"","","","","","","cb","1","MA"
"19",1589284619,"4812dc1d9b9a460038e3d2d89e7b32a0","PennController",4,1,"Train","NULL","Selector","unnamed-Selector","Selection","Agree",1589284542341,"A1YILFU07P6DND","train_think_T","Historians think that George Washington was a US president.","Since this statement is <strong>correct</strong>%2C you should press <strong>F</strong> on the keyboard to agree.","NULL","","","",NA,NA,"","","","","","","cb","1","MA"
"20",1589284619,"4812dc1d9b9a460038e3d2d89e7b32a0","PennController",4,1,"Train","NULL","PennController","6","_Trial_","End",1589284542342,"A1YILFU07P6DND","train_think_T","Historians think that George Washington was a US president.","Since this statement is <strong>correct</strong>%2C you should press <strong>F</strong> on the keyboard to agree.","NULL","","","",NA,NA,"","","","","","","cb","1","MA"
"21",1589284619,"4812dc1d9b9a460038e3d2d89e7b32a0","DashedSentence",5,0,"Train","NULL","Geographers think that Spain is in Africa.","","","",NA,"","","","","","","","",NA,NA,"","","","","","","cb","1","MA"
"22",1589284619,"4812dc1d9b9a460038e3d2d89e7b32a0","PennController",5,1,"Train","NULL","PennController","7","_Trial_","Start",1589284544743,"A1YILFU07P6DND","train_think_F","Geographers think that Spain is in Africa.","Since this statement is <strong>incorrect</strong>%2C you should press <strong>J</strong> on the keyboard to disagree.","NULL","","","",NA,NA,"","","","","","","cb","1","MA"
"23",1589284619,"4812dc1d9b9a460038e3d2d89e7b32a0","PennController",5,1,"Train","NULL","Text","Since this statement is <strong>incorrect</strong>%2C you should press <strong>J</strong> on the keyboard to disagree.","Print",NA,1589284544746,"A1YILFU07P6DND","train_think_F","Geographers think that Spain is in Africa.","Since this statement is <strong>incorrect</strong>%2C you should press <strong>J</strong> on the keyboard to disagree.","NULL","","","",NA,NA,"","","","","","","cb","1","MA"
"24",1589284619,"4812dc1d9b9a460038e3d2d89e7b32a0","PennController",5,1,"Train","NULL","Selector","unnamed-Selector","Selection","Disagree",1589284545057,"A1YILFU07P6DND","train_think_F","Geographers think that Spain is in Africa.","Since this statement is <strong>incorrect</strong>%2C you should press <strong>J</strong> on the keyboard to disagree.","NULL","","","",NA,NA,"","","","","","","cb","1","MA"
"25",1589284619,"4812dc1d9b9a460038e3d2d89e7b32a0","PennController",5,1,"Train","NULL","PennController","7","_Trial_","End",1589284545058,"A1YILFU07P6DND","train_think_F","Geographers think that Spain is in Africa.","Since this statement is <strong>incorrect</strong>%2C you should press <strong>J</strong> on the keyboard to disagree.","NULL","","","",NA,NA,"","","","","","","cb","1","MA"
"26",1589284619,"4812dc1d9b9a460038e3d2d89e7b32a0","PennController",6,0,"end_train","NULL","PennController","2","_Trial_","Start",1589284545060,"NULL","","","","","","","",NA,NA,"","","","","","","cb","1","MA"
"27",1589284619,"4812dc1d9b9a460038e3d2d89e7b32a0","PennController",6,0,"end_train","NULL","PennController","2","_Trial_","End",1589284549649,"NULL","","","","","","","",NA,NA,"","","","","","","cb","1","MA"
"28",1589284619,"4812dc1d9b9a460038e3d2d89e7b32a0","DashedSentence",27,0,"test","NULL","Zoologists know that tortoises are mammals","","","",NA,"","","","","","","","",NA,NA,"","","","","","","cb","1","MA"
"29",1589284619,"4812dc1d9b9a460038e3d2d89e7b32a0","PennController",27,1,"test","NULL","PennController","28","_Trial_","Start",1589284551702,"A1YILFU07P6DND","CB","2","Mismatching","Zoologists know that","Token","Category","T2",0,0,"expert","tortoises","reptiles","mammals","D","NULL","cb","1","MA"
"30",1589284619,"4812dc1d9b9a460038e3d2d89e7b32a0","PennController",27,1,"test","NULL","Selector","unnamed-Selector","Selection","Disagree",1589284552524,"A1YILFU07P6DND","CB","2","Mismatching","Zoologists know that","Token","Category","T2",0,0,"expert","tortoises","reptiles","mammals","D","NULL","cb","1","MA"
"31",1589284619,"4812dc1d9b9a460038e3d2d89e7b32a0","PennController",27,1,"test","NULL","PennController","28","_Trial_","End",1589284552525,"A1YILFU07P6DND","CB","2","Mismatching","Zoologists know that","Token","Category","T2",0,0,"expert","tortoises","reptiles","mammals","D","NULL","cb","1","MA"
"32",1589284619,"4812dc1d9b9a460038e3d2d89e7b32a0","DashedSentence",33,0,"test","NULL","Babies don't know that pigeons are birds","","","",NA,"","","","","","","","",NA,NA,"","","","","","","cb","1","MA"
"33",1589284619,"4812dc1d9b9a460038e3d2d89e7b32a0","PennController",33,1,"test","NULL","PennController","34","_Trial_","Start",1589284554932,"A1YILFU07P6DND","CB","5","Matching","Babies don't know that","Token","Category","T6",1,1,"novice","pigeons","birds","reptiles","D","NULL","cb","1","MA"
"34",1589284619,"4812dc1d9b9a460038e3d2d89e7b32a0","PennController",33,1,"test","NULL","Selector","unnamed-Selector","Selection","Agree",1589284555652,"A1YILFU07P6DND","CB","5","Matching","Babies don't know that","Token","Category","T6",1,1,"novice","pigeons","birds","reptiles","D","NULL","cb","1","MA"
"35",1589284619,"4812dc1d9b9a460038e3d2d89e7b32a0","PennController",33,1,"test","NULL","PennController","34","_Trial_","End",1589284555654,"A1YILFU07P6DND","CB","5","Matching","Babies don't know that","Token","Category","T6",1,1,"novice","pigeons","birds","reptiles","D","NULL","cb","1","MA"
"36",1589284619,"4812dc1d9b9a460038e3d2d89e7b32a0","DashedSentence",36,0,"test","NULL","Babies don't know that oranges are insects","","","",NA,"","","","","","","","",NA,NA,"","","","","","","cb","1","MA"
"37",1589284619,"4812dc1d9b9a460038e3d2d89e7b32a0","PennController",36,1,"test","NULL","PennController","37","_Trial_","Start",1589284558052,"A1YILFU07P6DND","CB","6","Mismatching","Babies don't know that","Token","Category","T5",1,0,"novice","oranges","fruits","insects","D","NULL","cb","1","MA"
"38",1589284619,"4812dc1d9b9a460038e3d2d89e7b32a0","PennController",36,1,"test","NULL","Selector","unnamed-Selector","Selection","Agree",1589284558755,"A1YILFU07P6DND","CB","6","Mismatching","Babies don't know that","Token","Category","T5",1,0,"novice","oranges","fruits","insects","D","NULL","cb","1","MA"
"39",1589284619,"4812dc1d9b9a460038e3d2d89e7b32a0","PennController",36,1,"test","NULL","PennController","37","_Trial_","End",1589284558756,"A1YILFU07P6DND","CB","6","Mismatching","Babies don't know that","Token","Category","T5",1,0,"novice","oranges","fruits","insects","D","NULL","cb","1","MA"
"40",1589284619,"4812dc1d9b9a460038e3d2d89e7b32a0","DashedSentence",28,0,"test","NULL","Zoologists know that beetles are fishes","","","",NA,"","","","","","","","",NA,NA,"","","","","","","cb","1","MA"
"41",1589284619,"4812dc1d9b9a460038e3d2d89e7b32a0","PennController",28,1,"test","NULL","PennController","29","_Trial_","Start",1589284560791,"A1YILFU07P6DND","CB","2","Mismatching","Zoologists know that","Token","Category","T2",0,0,"expert","beetles","insects","fishes","D","NULL","cb","1","MA"
"42",1589284619,"4812dc1d9b9a460038e3d2d89e7b32a0","PennController",28,1,"test","NULL","Selector","unnamed-Selector","Selection","Disagree",1589284561229,"A1YILFU07P6DND","CB","2","Mismatching","Zoologists know that","Token","Category","T2",0,0,"expert","beetles","insects","fishes","D","NULL","cb","1","MA"
"43",1589284619,"4812dc1d9b9a460038e3d2d89e7b32a0","PennController",28,1,"test","NULL","PennController","29","_Trial_","End",1589284561230,"A1YILFU07P6DND","CB","2","Mismatching","Zoologists know that","Token","Category","T2",0,0,"expert","beetles","insects","fishes","D","NULL","cb","1","MA"
"44",1589284619,"4812dc1d9b9a460038e3d2d89e7b32a0","DashedSentence",41,0,"test","NULL","Babies say that trouts are fishes","","","",NA,"","","","","","","","",NA,NA,"","","","","","","cb","1","MA"
"45",1589284619,"4812dc1d9b9a460038e3d2d89e7b32a0","PennController",41,1,"test","NULL","PennController","42","_Trial_","Start",1589284563273,"A1YILFU07P6DND","CB","9","Matching","Babies say that","Token","Category","T9",0,1,"novice","trouts","fishes","birds","D","NULL","cb","1","MA"
"46",1589284619,"4812dc1d9b9a460038e3d2d89e7b32a0","PennController",41,1,"test","NULL","Selector","unnamed-Selector","Selection","Agree",1589284563655,"A1YILFU07P6DND","CB","9","Matching","Babies say that","Token","Category","T9",0,1,"novice","trouts","fishes","birds","D","NULL","cb","1","MA"
"47",1589284619,"4812dc1d9b9a460038e3d2d89e7b32a0","PennController",41,1,"test","NULL","PennController","42","_Trial_","End",1589284563656,"A1YILFU07P6DND","CB","9","Matching","Babies say that","Token","Category","T9",0,1,"novice","trouts","fishes","birds","D","NULL","cb","1","MA"
"48",1589284619,"4812dc1d9b9a460038e3d2d89e7b32a0","DashedSentence",26,0,"test","NULL","Zoologists know that ticks are insects","","","",NA,"","","","","","","","",NA,NA,"","","","","","","cb","1","MA"
"49",1589284619,"4812dc1d9b9a460038e3d2d89e7b32a0","PennController",26,1,"test","NULL","PennController","27","_Trial_","Start",1589284565691,"A1YILFU07P6DND","CB","1","Matching","Zoologists know that","Token","Category","T4",0,1,"expert","ticks","insects","fishes","D","NULL","cb","1","MA"
"50",1589284619,"4812dc1d9b9a460038e3d2d89e7b32a0","PennController",26,1,"test","NULL","Selector","unnamed-Selector","Selection","Agree",1589284566083,"A1YILFU07P6DND","CB","1","Matching","Zoologists know that","Token","Category","T4",0,1,"expert","ticks","insects","fishes","D","NULL","cb","1","MA"
"51",1589284619,"4812dc1d9b9a460038e3d2d89e7b32a0","PennController",26,1,"test","NULL","PennController","27","_Trial_","End",1589284566084,"A1YILFU07P6DND","CB","1","Matching","Zoologists know that","Token","Category","T4",0,1,"expert","ticks","insects","fishes","D","NULL","cb","1","MA"
"52",1589284619,"4812dc1d9b9a460038e3d2d89e7b32a0","DashedSentence",38,0,"test","NULL","Zoologists don't say that bears are fruit","","","",NA,"","","","","","","","",NA,NA,"","","","","","","cb","1","MA"
"53",1589284619,"4812dc1d9b9a460038e3d2d89e7b32a0","PennController",38,1,"test","NULL","PennController","39","_Trial_","Start",1589284568478,"A1YILFU07P6DND","CB","7","Mismatching","Zoologists don't say that","Token","Category","T7",1,0,"expert","bears","mammals","fruit","D","NULL","cb","1","MA"
"54",1589284619,"4812dc1d9b9a460038e3d2d89e7b32a0","PennController",38,1,"test","NULL","Selector","unnamed-Selector","Selection","Agree",1589284569304,"A1YILFU07P6DND","CB","7","Mismatching","Zoologists don't say that","Token","Category","T7",1,0,"expert","bears","mammals","fruit","D","NULL","cb","1","MA"
"55",1589284619,"4812dc1d9b9a460038e3d2d89e7b32a0","PennController",38,1,"test","NULL","PennController","39","_Trial_","End",1589284569305,"A1YILFU07P6DND","CB","7","Mismatching","Zoologists don't say that","Token","Category","T7",1,0,"expert","bears","mammals","fruit","D","NULL","cb","1","MA"
"56",1589284619,"4812dc1d9b9a460038e3d2d89e7b32a0","DashedSentence",40,0,"test","NULL","Babies say that monkeys are fruit","","","",NA,"","","","","","","","",NA,NA,"","","","","","","cb","1","MA"
"57",1589284619,"4812dc1d9b9a460038e3d2d89e7b32a0","PennController",40,1,"test","NULL","PennController","41","_Trial_","Start",1589284571351,"A1YILFU07P6DND","CB","8","Mismatching","Babies say that","Token","Category","T8",0,0,"novice","monkeys","mammals","fruit","D","NULL","cb","1","MA"
"58",1589284619,"4812dc1d9b9a460038e3d2d89e7b32a0","PennController",40,1,"test","NULL","Selector","unnamed-Selector","Selection","Disagree",1589284571806,"A1YILFU07P6DND","CB","8","Mismatching","Babies say that","Token","Category","T8",0,0,"novice","monkeys","mammals","fruit","D","NULL","cb","1","MA"
"59",1589284619,"4812dc1d9b9a460038e3d2d89e7b32a0","PennController",40,1,"test","NULL","PennController","41","_Trial_","End",1589284571807,"A1YILFU07P6DND","CB","8","Mismatching","Babies say that","Token","Category","T8",0,0,"novice","monkeys","mammals","fruit","D","NULL","cb","1","MA"
"60",1589284619,"4812dc1d9b9a460038e3d2d89e7b32a0","DashedSentence",25,0,"test","NULL","Zoologists know that cobras are reptiles","","","",NA,"","","","","","","","",NA,NA,"","","","","","","cb","1","MA"
"61",1589284619,"4812dc1d9b9a460038e3d2d89e7b32a0","PennController",25,1,"test","NULL","PennController","26","_Trial_","Start",1589284573854,"A1YILFU07P6DND","CB","1","Matching","Zoologists know that","Token","Category","T4",0,1,"expert","cobras","reptiles","mammals","D","NULL","cb","1","MA"
"62",1589284619,"4812dc1d9b9a460038e3d2d89e7b32a0","PennController",25,1,"test","NULL","Selector","unnamed-Selector","Selection","Disagree",1589284574452,"A1YILFU07P6DND","CB","1","Matching","Zoologists know that","Token","Category","T4",0,1,"expert","cobras","reptiles","mammals","D","NULL","cb","1","MA"
"63",1589284619,"4812dc1d9b9a460038e3d2d89e7b32a0","PennController",25,1,"test","NULL","PennController","26","_Trial_","End",1589284574453,"A1YILFU07P6DND","CB","1","Matching","Zoologists know that","Token","Category","T4",0,1,"expert","cobras","reptiles","mammals","D","NULL","cb","1","MA"
"64",1589284619,"4812dc1d9b9a460038e3d2d89e7b32a0","DashedSentence",32,0,"test","NULL","Zoologists don't know that watermellon are insects","","","",NA,"","","","","","","","",NA,NA,"","","","","","","cb","1","MA"
"65",1589284619,"4812dc1d9b9a460038e3d2d89e7b32a0","PennController",32,1,"test","NULL","PennController","33","_Trial_","Start",1589284576854,"A1YILFU07P6DND","CB","4","Mismatching","Zoologists don't know that","Token","Category","T1",1,0,"expert","watermellon","fruits","insects","D","NULL","cb","1","MA"
"66",1589284619,"4812dc1d9b9a460038e3d2d89e7b32a0","PennController",32,1,"test","NULL","Selector","unnamed-Selector","Selection","Disagree",1589284578423,"A1YILFU07P6DND","CB","4","Mismatching","Zoologists don't know that","Token","Category","T1",1,0,"expert","watermellon","fruits","insects","D","NULL","cb","1","MA"
"67",1589284619,"4812dc1d9b9a460038e3d2d89e7b32a0","PennController",32,1,"test","NULL","PennController","33","_Trial_","End",1589284578424,"A1YILFU07P6DND","CB","4","Mismatching","Zoologists don't know that","Token","Category","T1",1,0,"expert","watermellon","fruits","insects","D","NULL","cb","1","MA"
"68",1589284619,"4812dc1d9b9a460038e3d2d89e7b32a0","DashedSentence",39,0,"test","NULL","Babies say that tunas are birds","","","",NA,"","","","","","","","",NA,NA,"","","","","","","cb","1","MA"
"69",1589284619,"4812dc1d9b9a460038e3d2d89e7b32a0","PennController",39,1,"test","NULL","PennController","40","_Trial_","Start",1589284580471,"A1YILFU07P6DND","CB","8","Mismatching","Babies say that","Token","Category","T8",0,0,"novice","tunas","fishes","birds","D","NULL","cb","1","MA"
"70",1589284619,"4812dc1d9b9a460038e3d2d89e7b32a0","PennController",39,1,"test","NULL","Selector","unnamed-Selector","Selection","Disagree",1589284581112,"A1YILFU07P6DND","CB","8","Mismatching","Babies say that","Token","Category","T8",0,0,"novice","tunas","fishes","birds","D","NULL","cb","1","MA"
"71",1589284619,"4812dc1d9b9a460038e3d2d89e7b32a0","PennController",39,1,"test","NULL","PennController","40","_Trial_","End",1589284581113,"A1YILFU07P6DND","CB","8","Mismatching","Babies say that","Token","Category","T8",0,0,"novice","tunas","fishes","birds","D","NULL","cb","1","MA"
"72",1589284619,"4812dc1d9b9a460038e3d2d89e7b32a0","DashedSentence",35,0,"test","NULL","Babies don't know that vultures are reptiles","","","",NA,"","","","","","","","",NA,NA,"","","","","","","cb","1","MA"
"73",1589284619,"4812dc1d9b9a460038e3d2d89e7b32a0","PennController",35,1,"test","NULL","PennController","36","_Trial_","Start",1589284583518,"A1YILFU07P6DND","CB","6","Mismatching","Babies don't know that","Token","Category","T5",1,0,"novice","vultures","birds","reptiles","D","NULL","cb","1","MA"
"74",1589284619,"4812dc1d9b9a460038e3d2d89e7b32a0","PennController",35,1,"test","NULL","Selector","unnamed-Selector","Selection","Agree",1589284583922,"A1YILFU07P6DND","CB","6","Mismatching","Babies don't know that","Token","Category","T5",1,0,"novice","vultures","birds","reptiles","D","NULL","cb","1","MA"
"75",1589284619,"4812dc1d9b9a460038e3d2d89e7b32a0","PennController",35,1,"test","NULL","PennController","36","_Trial_","End",1589284583923,"A1YILFU07P6DND","CB","6","Mismatching","Babies don't know that","Token","Category","T5",1,0,"novice","vultures","birds","reptiles","D","NULL","cb","1","MA"
"76",1589284619,"4812dc1d9b9a460038e3d2d89e7b32a0","DashedSentence",34,0,"test","NULL","Babies don't know that kiwis are fruits","","","",NA,"","","","","","","","",NA,NA,"","","","","","","cb","1","MA"
"77",1589284619,"4812dc1d9b9a460038e3d2d89e7b32a0","PennController",34,1,"test","NULL","PennController","35","_Trial_","Start",1589284586326,"A1YILFU07P6DND","CB","5","Matching","Babies don't know that","Token","Category","T6",1,1,"novice","kiwis","fruits","insects","D","NULL","cb","1","MA"
"78",1589284619,"4812dc1d9b9a460038e3d2d89e7b32a0","PennController",34,1,"test","NULL","Selector","unnamed-Selector","Selection","Agree",1589284587120,"A1YILFU07P6DND","CB","5","Matching","Babies don't know that","Token","Category","T6",1,1,"novice","kiwis","fruits","insects","D","NULL","cb","1","MA"
"79",1589284619,"4812dc1d9b9a460038e3d2d89e7b32a0","PennController",34,1,"test","NULL","PennController","35","_Trial_","End",1589284587121,"A1YILFU07P6DND","CB","5","Matching","Babies don't know that","Token","Category","T6",1,1,"novice","kiwis","fruits","insects","D","NULL","cb","1","MA"
"80",1589284619,"4812dc1d9b9a460038e3d2d89e7b32a0","DashedSentence",30,0,"test","NULL","Zoologists don't know that bees are insects","","","",NA,"","","","","","","","",NA,NA,"","","","","","","cb","1","MA"
"81",1589284619,"4812dc1d9b9a460038e3d2d89e7b32a0","PennController",30,1,"test","NULL","PennController","31","_Trial_","Start",1589284589525,"A1YILFU07P6DND","CB","3","Matching","Zoologists don't know that","Token","Category","T3",1,1,"expert","bees","insects","fishes","D","NULL","cb","1","MA"
"82",1589284619,"4812dc1d9b9a460038e3d2d89e7b32a0","PennController",30,1,"test","NULL","Selector","unnamed-Selector","Selection","Disagree",1589284590559,"A1YILFU07P6DND","CB","3","Matching","Zoologists don't know that","Token","Category","T3",1,1,"expert","bees","insects","fishes","D","NULL","cb","1","MA"
"83",1589284619,"4812dc1d9b9a460038e3d2d89e7b32a0","PennController",30,1,"test","NULL","PennController","31","_Trial_","End",1589284590560,"A1YILFU07P6DND","CB","3","Matching","Zoologists don't know that","Token","Category","T3",1,1,"expert","bees","insects","fishes","D","NULL","cb","1","MA"
"84",1589284619,"4812dc1d9b9a460038e3d2d89e7b32a0","DashedSentence",42,0,"test","NULL","Babies say that cows are mammals","","","",NA,"","","","","","","","",NA,NA,"","","","","","","cb","1","MA"
"85",1589284619,"4812dc1d9b9a460038e3d2d89e7b32a0","PennController",42,1,"test","NULL","PennController","43","_Trial_","Start",1589284592606,"A1YILFU07P6DND","CB","9","Matching","Babies say that","Token","Category","T9",0,1,"novice","cows","mammals","fruit","D","NULL","cb","1","MA"
"86",1589284619,"4812dc1d9b9a460038e3d2d89e7b32a0","PennController",42,1,"test","NULL","Selector","unnamed-Selector","Selection","Agree",1589284593204,"A1YILFU07P6DND","CB","9","Matching","Babies say that","Token","Category","T9",0,1,"novice","cows","mammals","fruit","D","NULL","cb","1","MA"
"87",1589284619,"4812dc1d9b9a460038e3d2d89e7b32a0","PennController",42,1,"test","NULL","PennController","43","_Trial_","End",1589284593205,"A1YILFU07P6DND","CB","9","Matching","Babies say that","Token","Category","T9",0,1,"novice","cows","mammals","fruit","D","NULL","cb","1","MA"
"88",1589284619,"4812dc1d9b9a460038e3d2d89e7b32a0","DashedSentence",29,0,"test","NULL","Zoologists don't know that pythons are reptiles","","","",NA,"","","","","","","","",NA,NA,"","","","","","","cb","1","MA"
"89",1589284619,"4812dc1d9b9a460038e3d2d89e7b32a0","PennController",29,1,"test","NULL","PennController","30","_Trial_","Start",1589284595607,"A1YILFU07P6DND","CB","3","Matching","Zoologists don't know that","Token","Category","T3",1,1,"expert","pythons","reptiles","mammals","D","NULL","cb","1","MA"
"90",1589284619,"4812dc1d9b9a460038e3d2d89e7b32a0","PennController",29,1,"test","NULL","Selector","unnamed-Selector","Selection","Disagree",1589284596278,"A1YILFU07P6DND","CB","3","Matching","Zoologists don't know that","Token","Category","T3",1,1,"expert","pythons","reptiles","mammals","D","NULL","cb","1","MA"
"91",1589284619,"4812dc1d9b9a460038e3d2d89e7b32a0","PennController",29,1,"test","NULL","PennController","30","_Trial_","End",1589284596279,"A1YILFU07P6DND","CB","3","Matching","Zoologists don't know that","Token","Category","T3",1,1,"expert","pythons","reptiles","mammals","D","NULL","cb","1","MA"
"92",1589284619,"4812dc1d9b9a460038e3d2d89e7b32a0","DashedSentence",37,0,"test","NULL","Zoologists don't say that salmon are birds","","","",NA,"","","","","","","","",NA,NA,"","","","","","","cb","1","MA"
"93",1589284619,"4812dc1d9b9a460038e3d2d89e7b32a0","PennController",37,1,"test","NULL","PennController","38","_Trial_","Start",1589284598680,"A1YILFU07P6DND","CB","7","Mismatching","Zoologists don't say that","Token","Category","T7",1,0,"expert","salmon","fishes","birds","D","NULL","cb","1","MA"
"94",1589284619,"4812dc1d9b9a460038e3d2d89e7b32a0","PennController",37,1,"test","NULL","Selector","unnamed-Selector","Selection","Agree",1589284599498,"A1YILFU07P6DND","CB","7","Mismatching","Zoologists don't say that","Token","Category","T7",1,0,"expert","salmon","fishes","birds","D","NULL","cb","1","MA"
"95",1589284619,"4812dc1d9b9a460038e3d2d89e7b32a0","PennController",37,1,"test","NULL","PennController","38","_Trial_","End",1589284599499,"A1YILFU07P6DND","CB","7","Mismatching","Zoologists don't say that","Token","Category","T7",1,0,"expert","salmon","fishes","birds","D","NULL","cb","1","MA"
"96",1589284619,"4812dc1d9b9a460038e3d2d89e7b32a0","DashedSentence",31,0,"test","NULL","Zoologists don't know that parrots are reptiles","","","",NA,"","","","","","","","",NA,NA,"","","","","","","cb","1","MA"
